Contest,Ballot Item ID,Precinct,Candidate/Choice,Party,Total Votes,Election Day,AV Counting Boards,Early Voting
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Jerome Township, Precinct 1",Write-in,Republican,0,0,0,0
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Jerome Township, Precinct 2",Mike Cox,Republican,36,11,22,3
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Jerome Township, Precinct 2",John James,Republican,138,82,52,4
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Jerome Township, Precinct 2",Perry Johnson,Republican,138,69,67,2
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Jerome Township, Precinct 2",Aric Nesbitt,Republican,6,1,5,0
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Jerome Township, Precinct 2",Write-in,Republican,0,0,0,0
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Larkin Township, Precinct 1",Mike Cox,Republican,60,30,30,0
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Larkin Township, Precinct 1",John James,Republican,259,145,103,11
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Larkin Township, Precinct 1",Perry Johnson,Republican,119,72,43,4
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Larkin Township, Precinct 1",Aric Nesbitt,Republican,11,5,6,0
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Larkin Township, Precinct 1",Write-in,Republican,0,0,0,0
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Larkin Township, Precinct 2",Mike Cox,Republican,84,47,37,0
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Larkin Township, Precinct 2",John James,Republican,335,198,120,17
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Larkin Township, Precinct 2",Perry Johnson,Republican,129,70,56,3
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Larkin Township, Precinct 2",Aric Nesbitt,Republican,11,5,6,0
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Larkin Township, Precinct 2",Write-in,Republican,0,0,0,0
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Lee Township, Precinct 1",Mike Cox,Republican,17,17,0,0
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Lee Township, Precinct 1",John James,Republican,103,102,0,1
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Lee Township, Precinct 1",Perry Johnson,Republican,79,79,0,0
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Lee Township, Precinct 1",Aric Nesbitt,Republican,2,2,0,0
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Lee Township, Precinct 1",Write-in,Republican,0,0,0,0
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Lee Township, Precinct 2",Mike Cox,Republican,25,23,0,2
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Lee Township, Precinct 2",John James,Republican,73,71,0,2
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Lee Township, Precinct 2",Perry Johnson,Republican,104,100,0,4
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Lee Township, Precinct 2",Aric Nesbitt,Republican,1,1,0,0
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Lee Township, Precinct 2",Write-in,Republican,0,0,0,0
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Lincoln Township, Precinct 1",Mike Cox,Republican,51,50,0,1
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Lincoln Township, Precinct 1",John James,Republican,197,192,0,5
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Lincoln Township, Precinct 1",Perry Johnson,Republican,129,128,0,1
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Lincoln Township, Precinct 1",Aric Nesbitt,Republican,9,9,0,0
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Lincoln Township, Precinct 1",Write-in,Republican,0,0,0,0
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Midland Township, Precinct 1",Mike Cox,Republican,53,52,0,1
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Midland Township, Precinct 1",John James,Republican,148,142,0,6
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Midland Township, Precinct 1",Perry Johnson,Republican,79,78,0,1
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Midland Township, Precinct 1",Aric Nesbitt,Republican,3,3,0,0
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Midland Township, Precinct 1",Write-in,Republican,0,0,0,0
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Mills Township, Precinct 1",Mike Cox,Republican,19,19,0,0
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Mills Township, Precinct 1",John James,Republican,138,136,0,2
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Mills Township, Precinct 1",Perry Johnson,Republican,101,100,0,1
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Mills Township, Precinct 1",Aric Nesbitt,Republican,1,1,0,0
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Mills Township, Precinct 1",Write-in,Republican,0,0,0,0
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Mt. Haley Township, Precinct 1",Mike Cox,Republican,20,19,0,1
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Mt. Haley Township, Precinct 1",John James,Republican,103,101,0,2
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Mt. Haley Township, Precinct 1",Perry Johnson,Republican,84,83,0,1
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Mt. Haley Township, Precinct 1",Aric Nesbitt,Republican,1,1,0,0
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Mt. Haley Township, Precinct 1",Write-in,Republican,0,0,0,0
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Porter Township, Precinct 1",Mike Cox,Republican,11,11,0,0
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Porter Township, Precinct 1",John James,Republican,62,62,0,0
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Porter Township, Precinct 1",Perry Johnson,Republican,69,67,0,2
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Porter Township, Precinct 1",Aric Nesbitt,Republican,2,2,0,0
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Porter Township, Precinct 1",Write-in,Republican,0,0,0,0
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Warren Township, Precinct 1",Mike Cox,Republican,43,43,0,0
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Warren Township, Precinct 1",John James,Republican,127,126,0,1
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Warren Township, Precinct 1",Perry Johnson,Republican,99,99,0,0
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Warren Township, Precinct 1",Aric Nesbitt,Republican,5,5,0,0
Governor (REP),01000000-5ca2-fec1-bfbd-08dedc55e1d8,"Warren Township, Precinct 1",Write-in,Republican,0,0,0,0
Geneva Township Proposal No. 1 Fire Millage Renewal and Increase,01000000-5ca2-fec1-e6f4-08dedc55e1d8,"Geneva Township, Precinct 1",Yes,,186,184,0,2
Geneva Township Proposal No. 1 Fire Millage Renewal and Increase,01000000-5ca2-fec1-e6f4-08dedc55e1d8,"Geneva Township, Precinct 1",No,,94,94,0,0
"Delegate to County Convention for City of Midland, Ward 4, Precinct 7 (DEM)",01000000-5ca2-fec1-b5a5-08dedc55e1d8,"City of Midland, Ward 4, Precinct 7",Bill Kent,Democrat,365,86,262,17
"Delegate to County Convention for City of Midland, Ward 4, Precinct 7 (DEM)",01000000-5ca2-fec1-b5a5-08dedc55e1d8,"City of Midland, Ward 4, Precinct 7",Ron Parmele,Democrat,372,86,272,14
"Delegate to County Convention for City of Midland, Ward 4, Precinct 7 (DEM)",01000000-5ca2-fec1-b5a5-08dedc55e1d8,"City of Midland, Ward 4, Precinct 7",Sarah Schulz,Democrat,653,184,443,26
"Delegate to County Convention for City of Midland, Ward 4, Precinct 7 (DEM)",01000000-5ca2-fec1-b5a5-08dedc55e1d8,"City of Midland, Ward 4, Precinct 7",Write-in,Democrat,0,0,0,0
"Delegate to County Convention for City of Midland, Ward 1, Precinct 1 (DEM)",01000000-5ca2-fec1-ae49-08dedc55e1d8,"City of Midland, Ward 1, Precinct 1",Danielle Fergin,Democrat,518,174,322,22
"Delegate to County Convention for City of Midland, Ward 1, Precinct 1 (DEM)",01000000-5ca2-fec1-ae49-08dedc55e1d8,"City of Midland, Ward 1, Precinct 1",Write-in,Democrat,1,1,0,0
"Delegate to County Convention for City of Midland, Ward 5, Precinct 9 (DEM)",01000000-5ca2-fec1-b6ef-08dedc55e1d8,"City of Midland, Ward 5, Precinct 9",Linda M. Barth,Democrat,573,184,367,22
"Delegate to County Convention for City of Midland, Ward 5, Precinct 9 (DEM)",01000000-5ca2-fec1-b6ef-08dedc55e1d8,"City of Midland, Ward 5, Precinct 9",Darryl A. Sczepanski,Democrat,408,121,273,14
"Delegate to County Convention for City of Midland, Ward 5, Precinct 9 (DEM)",01000000-5ca2-fec1-b6ef-08dedc55e1d8,"City of Midland, Ward 5, Precinct 9",Write-in,Democrat,0,0,0,0
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"City of Coleman, Precinct 1",Yes,,137,132,0,5
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"City of Coleman, Precinct 1",No,,76,69,0,7
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"City of Midland, Ward 1, Precinct 1",Yes,,591,220,345,26
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"City of Midland, Ward 1, Precinct 1",No,,313,138,159,16
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"City of Midland, Ward 1, Precinct 2",Yes,,467,153,282,32
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"City of Midland, Ward 1, Precinct 2",No,,213,107,100,6
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"City of Midland, Ward 2, Precinct 3",Yes,,602,173,402,27
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"City of Midland, Ward 2, Precinct 3",No,,235,94,125,16
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"City of Midland, Ward 2, Precinct 4",Yes,,859,274,533,52
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"City of Midland, Ward 2, Precinct 4",No,,304,147,148,9
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"City of Midland, Ward 3, Precinct 5",Yes,,754,254,455,45
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"City of Midland, Ward 3, Precinct 5",No,,280,144,133,3
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"City of Midland, Ward 3, Precinct 6",Yes,,936,289,614,33
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"City of Midland, Ward 3, Precinct 6",No,,337,163,158,16
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"City of Midland, Ward 4, Precinct 7",Yes,,920,279,606,35
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"City of Midland, Ward 4, Precinct 7",No,,325,137,182,6
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"City of Midland, Ward 4, Precinct 8",Yes,,873,266,568,39
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"City of Midland, Ward 4, Precinct 8",No,,351,157,175,19
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"City of Midland, Ward 5, Precinct 9",Yes,,828,285,515,28
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"City of Midland, Ward 5, Precinct 9",No,,298,146,148,4
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"City of Midland, Ward 5, Precinct 10",Yes,,921,318,556,47
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"City of Midland, Ward 5, Precinct 10",No,,347,160,175,12
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"Edenville Township, Precinct 1",Yes,,378,369,0,9
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"Edenville Township, Precinct 1",No,,287,286,0,1
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"Geneva Township, Precinct 1",Yes,,174,172,0,2
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"Geneva Township, Precinct 1",No,,115,115,0,0
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"Greendale Township, Precinct 1",Yes,,202,195,0,7
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"Greendale Township, Precinct 1",No,,151,148,0,3
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"Homer Township, Precinct 1",Yes,,223,221,0,2
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"Homer Township, Precinct 1",No,,91,89,0,2
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"Homer Township, Precinct 2",Yes,,177,174,0,3
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"Homer Township, Precinct 2",No,,123,121,0,2
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"Homer Township, Precinct 3",Yes,,291,274,0,17
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"Homer Township, Precinct 3",No,,117,117,0,0
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"Hope Township, Precinct 1",Yes,,210,203,0,7
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"Hope Township, Precinct 1",No,,169,168,0,1
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"Ingersoll Township, Precinct 1",Yes,,241,236,0,5
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"Ingersoll Township, Precinct 1",No,,140,137,0,3
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"Ingersoll Township, Precinct 2",Yes,,155,155,0,0
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"Ingersoll Township, Precinct 2",No,,115,111,0,4
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"Jasper Township, Precinct 1",Yes,,142,142,0,0
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"Jasper Township, Precinct 1",No,,84,84,0,0
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"Jerome Township, Precinct 1",Yes,,423,125,286,12
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"Jerome Township, Precinct 1",No,,212,75,133,4
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"Jerome Township, Precinct 2",Yes,,382,125,243,14
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"Jerome Township, Precinct 2",No,,194,95,96,3
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"Larkin Township, Precinct 1",Yes,,468,179,268,21
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"Larkin Township, Precinct 1",No,,268,155,111,2
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"Larkin Township, Precinct 2",Yes,,656,268,358,30
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"Larkin Township, Precinct 2",No,,313,172,130,11
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"Lee Township, Precinct 1",Yes,,240,232,0,8
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"Lee Township, Precinct 1",No,,153,152,0,1
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"Lee Township, Precinct 2",Yes,,225,216,0,9
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"Lee Township, Precinct 2",No,,149,147,0,2
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"Lincoln Township, Precinct 1",Yes,,450,431,0,19
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"Lincoln Township, Precinct 1",No,,274,269,0,5
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"Midland Township, Precinct 1",Yes,,325,314,0,11
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"Midland Township, Precinct 1",No,,192,190,0,2
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"Mills Township, Precinct 1",Yes,,268,257,0,11
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"Mills Township, Precinct 1",No,,196,193,0,3
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"Mt. Haley Township, Precinct 1",Yes,,247,231,0,16
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"Mt. Haley Township, Precinct 1",No,,159,154,0,5
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"Porter Township, Precinct 1",Yes,,150,147,0,3
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"Porter Township, Precinct 1",No,,106,105,0,1
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"Warren Township, Precinct 1",Yes,,241,238,0,3
Midland County Spongy Moth Suppression Renewal and Increase Proposal,01000000-5ca2-fec1-e4ac-08dedc55e1d8,"Warren Township, Precinct 1",No,,204,203,0,1
Township Trustee Partial Term Ending 11/20/2028 for Midland Township (DEM),01000000-5ca2-fec1-ada1-08dedc55e1d8,"Midland Township, Precinct 1",Write-in,Democrat,31,31,0,0
"Delegate to County Convention for Larkin Township, Precinct 1 (REP)",01000000-5ca2-fec1-de85-08dedc55e1d8,"Larkin Township, Precinct 1",Belinda Blasy,Republican,244,117,122,5
"Delegate to County Convention for Larkin Township, Precinct 1 (REP)",01000000-5ca2-fec1-de85-08dedc55e1d8,"Larkin Township, Precinct 1",Brad Blasy,Republican,273,143,125,5
"Delegate to County Convention for Larkin Township, Precinct 1 (REP)",01000000-5ca2-fec1-de85-08dedc55e1d8,"Larkin Township, Precinct 1",Jon Lynch,Republican,256,131,118,7
"Delegate to County Convention for Larkin Township, Precinct 1 (REP)",01000000-5ca2-fec1-de85-08dedc55e1d8,"Larkin Township, Precinct 1",Tina Lynch,Republican,230,113,112,5
"Delegate to County Convention for Larkin Township, Precinct 1 (REP)",01000000-5ca2-fec1-de85-08dedc55e1d8,"Larkin Township, Precinct 1",Write-in,Republican,9,0,7,2
"Delegate to County Convention for Jasper Township, Precinct 1 (DEM)",01000000-5ca2-fec1-bb3f-08dedc55e1d8,"Jasper Township, Precinct 1",Write-in,Democrat,21,21,0,0
"Delegate to County Convention for Porter Township, Precinct 1 (DEM)",01000000-5ca2-fec1-bf23-08dedc55e1d8,"Porter Township, Precinct 1",Write-in,Democrat,15,15,0,0
"Delegate to County Convention for Greendale Township, Precinct 1 (REP)",01000000-5ca2-fec1-d695-08dedc55e1d8,"Greendale Township, Precinct 1",Write-in,Republican,46,45,0,1
State Senator 34th District (REP),01000000-5ca2-fec1-c230-08dedc55e1d8,"City of Coleman, Precinct 1",Roger Hauck,Republican,100,92,0,8
