Contest,Ballot Item ID,Precinct,Candidate/Choice,Party,Total Votes
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,City of Midland Precinct 9,Kristen McDonald Rivet,Democrat,165
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,City of Midland Precinct 9,Write-In,Democrat,0
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,City of Midland Precinct 10,Kristen McDonald Rivet,Democrat,179
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,City of Midland Precinct 10,Write-In,Democrat,0
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,City of Midland Precinct 11,Kristen McDonald Rivet,Democrat,170
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,City of Midland Precinct 11,Write-In,Democrat,0
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,City of Midland Precinct 12,Kristen McDonald Rivet,Democrat,67
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,City of Midland Precinct 12,Write-In,Democrat,0
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,City of Midland Precinct 13,Kristen McDonald Rivet,Democrat,222
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,City of Midland Precinct 13,Write-In,Democrat,0
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,City of Midland Precinct 14,Kristen McDonald Rivet,Democrat,173
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,City of Midland Precinct 14,Write-In,Democrat,0
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,City of Midland Precinct 15,Kristen McDonald Rivet,Democrat,199
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,City of Midland Precinct 15,Write-In,Democrat,0
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,City of Midland Precinct 16,Kristen McDonald Rivet,Democrat,156
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,City of Midland Precinct 16,Write-In,Democrat,1
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,City of Midland Precinct 17,Kristen McDonald Rivet,Democrat,140
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,City of Midland Precinct 17,Write-In,Democrat,0
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,City of Midland Precinct 18,Kristen McDonald Rivet,Democrat,198
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,City of Midland Precinct 18,Write-In,Democrat,0
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,City of Midland Precinct 19,Kristen McDonald Rivet,Democrat,180
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,City of Midland Precinct 19,Write-In,Democrat,0
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,Homer Township Precinct 1,Kristen McDonald Rivet,Democrat,92
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,Homer Township Precinct 1,Write-In,Democrat,1
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,Homer Township Precinct 2,Kristen McDonald Rivet,Democrat,65
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,Homer Township Precinct 2,Write-In,Democrat,0
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,Homer Township Precinct 3,Kristen McDonald Rivet,Democrat,86
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,Homer Township Precinct 3,Write-In,Democrat,1
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,Ingersoll Township Precinct 1,Kristen McDonald Rivet,Democrat,75
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,Ingersoll Township Precinct 1,Write-In,Democrat,0
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,Ingersoll Township Precinct 2,Kristen McDonald Rivet,Democrat,61
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,Ingersoll Township Precinct 2,Write-In,Democrat,0
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,Larkin Township Precinct 1,Kristen McDonald Rivet,Democrat,102
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,Larkin Township Precinct 1,Write-In,Democrat,0
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,Larkin Township Precinct 2,Kristen McDonald Rivet,Democrat,101
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,Larkin Township Precinct 2,Write-In,Democrat,0
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,Larkin Township Precinct 3,Kristen McDonald Rivet,Democrat,96
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,Larkin Township Precinct 3,Write-In,Democrat,0
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,Lincoln Township Precinct 1,Kristen McDonald Rivet,Democrat,148
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,Lincoln Township Precinct 1,Write-In,Democrat,0
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,Midland Township Precinct 1,Kristen McDonald Rivet,Democrat,115
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,Midland Township Precinct 1,Write-In,Democrat,0
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,Mt. Haley Township Precinct 1,Kristen McDonald Rivet,Democrat,96
State Senator 35th District (DEM),01000000-263e-b21a-1030-08dd2376bd5b,Mt. Haley Township Precinct 1,Write-In,Democrat,0
Precinct Delegate for Ingersoll Township  Precinct 2 (DEM),01000000-263e-b21a-a872-08dd2376be15,Ingersoll Township Precinct 2,Cathy Mitzel,Democrat,63
Precinct Delegate for Ingersoll Township  Precinct 2 (DEM),01000000-263e-b21a-a872-08dd2376be15,Ingersoll Township Precinct 2,Write-In,Democrat,0
Precinct Delegate for City of Midland  Precinct 4A (REP),01000000-263e-b21a-7aea-08dd2376bd78,City of Midland Precinct 4A,Write-In,Republican,9
Precinct Delegate for City of Midland  Precinct 16 (REP),01000000-263e-b21a-557f-08dd2376bdc6,City of Midland Precinct 16,John Marvin,Republican,181
Precinct Delegate for City of Midland  Precinct 16 (REP),01000000-263e-b21a-557f-08dd2376bdc6,City of Midland Precinct 16,Write-In,Republican,3
Porter Township Road Millage Renewal Proposal,01000000-263e-b21a-7aae-08dd2376be6d,Porter Township Precinct 1,Yes,,186
Porter Township Road Millage Renewal Proposal,01000000-263e-b21a-7aae-08dd2376be6d,Porter Township Precinct 1,No,,62
Precinct Delegate for City of Midland  Precinct 18 (REP),01000000-263e-b21a-1dd8-08dd2376bdcf,City of Midland Precinct 18,Rodney Kloha,Republican,220
Precinct Delegate for City of Midland  Precinct 18 (REP),01000000-263e-b21a-1dd8-08dd2376bdcf,City of Midland Precinct 18,Jackie Medema,Republican,217
Precinct Delegate for City of Midland  Precinct 18 (REP),01000000-263e-b21a-1dd8-08dd2376bdcf,City of Midland Precinct 18,Dennis G. Starner,Republican,180
Precinct Delegate for City of Midland  Precinct 18 (REP),01000000-263e-b21a-1dd8-08dd2376bdcf,City of Midland Precinct 18,Doreen F. Starner,Republican,182
Precinct Delegate for City of Midland  Precinct 18 (REP),01000000-263e-b21a-1dd8-08dd2376bdcf,City of Midland Precinct 18,Write-In,Republican,6
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,City of Coleman Precinct 1,Gretchen Whitmer,Democrat,77
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,City of Coleman Precinct 1,Write-In,Democrat,0
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,City of Midland Precinct 1,Gretchen Whitmer,Democrat,178
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,City of Midland Precinct 1,Write-In,Democrat,0
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,City of Midland Precinct 2,Gretchen Whitmer,Democrat,139
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,City of Midland Precinct 2,Write-In,Democrat,1
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,City of Midland Precinct 3,Gretchen Whitmer,Democrat,106
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,City of Midland Precinct 3,Write-In,Democrat,0
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,City of Midland Precinct 4A,Gretchen Whitmer,Democrat,60
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,City of Midland Precinct 4A,Write-In,Democrat,0
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,City of Midland Precinct 4B,Gretchen Whitmer,Democrat,4
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,City of Midland Precinct 4B,Write-In,Democrat,0
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,City of Midland Precinct 5,Gretchen Whitmer,Democrat,74
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,City of Midland Precinct 5,Write-In,Democrat,0
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,City of Midland Precinct 6,Gretchen Whitmer,Democrat,74
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,City of Midland Precinct 6,Write-In,Democrat,0
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,City of Midland Precinct 7,Gretchen Whitmer,Democrat,225
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,City of Midland Precinct 7,Write-In,Democrat,0
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,City of Midland Precinct 8,Gretchen Whitmer,Democrat,153
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,City of Midland Precinct 8,Write-In,Democrat,0
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,City of Midland Precinct 9,Gretchen Whitmer,Democrat,171
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,City of Midland Precinct 9,Write-In,Democrat,0
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,City of Midland Precinct 10,Gretchen Whitmer,Democrat,187
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,City of Midland Precinct 10,Write-In,Democrat,0
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,City of Midland Precinct 11,Gretchen Whitmer,Democrat,173
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,City of Midland Precinct 11,Write-In,Democrat,0
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,City of Midland Precinct 12,Gretchen Whitmer,Democrat,70
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,City of Midland Precinct 12,Write-In,Democrat,0
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,City of Midland Precinct 13,Gretchen Whitmer,Democrat,232
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,City of Midland Precinct 13,Write-In,Democrat,0
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,City of Midland Precinct 14,Gretchen Whitmer,Democrat,182
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,City of Midland Precinct 14,Write-In,Democrat,0
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,City of Midland Precinct 15,Gretchen Whitmer,Democrat,213
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,City of Midland Precinct 15,Write-In,Democrat,0
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,City of Midland Precinct 16,Gretchen Whitmer,Democrat,165
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,City of Midland Precinct 16,Write-In,Democrat,0
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,City of Midland Precinct 17,Gretchen Whitmer,Democrat,147
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,City of Midland Precinct 17,Write-In,Democrat,0
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,City of Midland Precinct 18,Gretchen Whitmer,Democrat,198
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,City of Midland Precinct 18,Write-In,Democrat,0
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,City of Midland Precinct 19,Gretchen Whitmer,Democrat,188
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,City of Midland Precinct 19,Write-In,Democrat,0
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Edenville Township Precinct 1,Gretchen Whitmer,Democrat,149
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Edenville Township Precinct 1,Write-In,Democrat,0
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Geneva Township Precinct 1,Gretchen Whitmer,Democrat,83
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Geneva Township Precinct 1,Write-In,Democrat,0
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Greendale Township Precinct 1,Gretchen Whitmer,Democrat,57
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Greendale Township Precinct 1,Write-In,Democrat,0
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Homer Township Precinct 1,Gretchen Whitmer,Democrat,101
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Homer Township Precinct 1,Write-In,Democrat,0
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Homer Township Precinct 2,Gretchen Whitmer,Democrat,70
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Homer Township Precinct 2,Write-In,Democrat,0
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Homer Township Precinct 3,Gretchen Whitmer,Democrat,90
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Homer Township Precinct 3,Write-In,Democrat,1
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Hope Township Precinct 1,Gretchen Whitmer,Democrat,68
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Hope Township Precinct 1,Write-In,Democrat,1
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Ingersoll Township Precinct 1,Gretchen Whitmer,Democrat,78
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Ingersoll Township Precinct 1,Write-In,Democrat,0
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Ingersoll Township Precinct 2,Gretchen Whitmer,Democrat,64
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Ingersoll Township Precinct 2,Write-In,Democrat,0
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Jasper Township Precinct 1,Gretchen Whitmer,Democrat,50
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Jasper Township Precinct 1,Write-In,Democrat,0
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Jerome Township Precinct 1,Gretchen Whitmer,Democrat,146
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Jerome Township Precinct 1,Write-In,Democrat,0
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Jerome Township Precinct 2,Gretchen Whitmer,Democrat,118
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Jerome Township Precinct 2,Write-In,Democrat,1
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Larkin Township Precinct 1,Gretchen Whitmer,Democrat,104
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Larkin Township Precinct 1,Write-In,Democrat,0
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Larkin Township Precinct 2,Gretchen Whitmer,Democrat,102
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Larkin Township Precinct 2,Write-In,Democrat,1
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Larkin Township Precinct 3,Gretchen Whitmer,Democrat,102
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Larkin Township Precinct 3,Write-In,Democrat,0
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Lee Township Precinct 1,Gretchen Whitmer,Democrat,79
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Lee Township Precinct 1,Write-In,Democrat,0
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Lee Township Precinct 2,Gretchen Whitmer,Democrat,73
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Lee Township Precinct 2,Write-In,Democrat,0
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Lincoln Township Precinct 1,Gretchen Whitmer,Democrat,167
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Lincoln Township Precinct 1,Write-In,Democrat,0
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Midland Township Precinct 1,Gretchen Whitmer,Democrat,123
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Midland Township Precinct 1,Write-In,Democrat,0
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Mills Township Precinct 1,Gretchen Whitmer,Democrat,88
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Mills Township Precinct 1,Write-In,Democrat,0
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Mt. Haley Township Precinct 1,Gretchen Whitmer,Democrat,102
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Mt. Haley Township Precinct 1,Write-In,Democrat,0
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Porter Township Precinct 1,Gretchen Whitmer,Democrat,59
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Porter Township Precinct 1,Write-In,Democrat,0
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Warren Township Precinct 1,Gretchen Whitmer,Democrat,91
Governor (DEM),01000000-263e-b21a-d735-08dd2376bd14,Warren Township Precinct 1,Write-In,Democrat,1
Midland County Older Citizens Millage Renewal Proposal,01000000-263e-b21a-6ca7-08dd2376bd4b,City of Coleman Precinct 1,Yes,,200
Midland County Older Citizens Millage Renewal Proposal,01000000-263e-b21a-6ca7-08dd2376bd4b,City of Coleman Precinct 1,No,,41
Midland County Older Citizens Millage Renewal Proposal,01000000-263e-b21a-6ca7-08dd2376bd4b,City of Midland Precinct 1,Yes,,434
Midland County Older Citizens Millage Renewal Proposal,01000000-263e-b21a-6ca7-08dd2376bd4b,City of Midland Precinct 1,No,,88
Midland County Older Citizens Millage Renewal Proposal,01000000-263e-b21a-6ca7-08dd2376bd4b,City of Midland Precinct 2,Yes,,325
Midland County Older Citizens Millage Renewal Proposal,01000000-263e-b21a-6ca7-08dd2376bd4b,City of Midland Precinct 2,No,,65
Midland County Older Citizens Millage Renewal Proposal,01000000-263e-b21a-6ca7-08dd2376bd4b,City of Midland Precinct 3,Yes,,323
Midland County Older Citizens Millage Renewal Proposal,01000000-263e-b21a-6ca7-08dd2376bd4b,City of Midland Precinct 3,No,,48
Midland County Older Citizens Millage Renewal Proposal,01000000-263e-b21a-6ca7-08dd2376bd4b,City of Midland Precinct 4A,Yes,,162
Midland County Older Citizens Millage Renewal Proposal,01000000-263e-b21a-6ca7-08dd2376bd4b,City of Midland Precinct 4A,No,,28
Midland County Older Citizens Millage Renewal Proposal,01000000-263e-b21a-6ca7-08dd2376bd4b,City of Midland Precinct 5,Yes,,241
