Contest,Candidate,Party,Precinct,Votes
United States Senator (REP),Sandy Pensler,REP,"Lincoln Township, Precinct 1",29
United States Senator (REP),Mike Rogers,REP,"Lincoln Township, Precinct 1",307
United States Senator (REP),Write-in,REP,"Lincoln Township, Precinct 1",0
United States Senator (REP),Justin Amash,REP,"Midland Township, Precinct 1",10
United States Senator (REP),Sherry O'Donnell,REP,"Midland Township, Precinct 1",24
United States Senator (REP),Sandy Pensler,REP,"Midland Township, Precinct 1",28
United States Senator (REP),Mike Rogers,REP,"Midland Township, Precinct 1",186
United States Senator (REP),Write-in,REP,"Midland Township, Precinct 1",2
United States Senator (REP),Justin Amash,REP,"Mills Township, Precinct 1",21
United States Senator (REP),Sherry O'Donnell,REP,"Mills Township, Precinct 1",18
United States Senator (REP),Sandy Pensler,REP,"Mills Township, Precinct 1",16
United States Senator (REP),Mike Rogers,REP,"Mills Township, Precinct 1",200
United States Senator (REP),Write-in,REP,"Mills Township, Precinct 1",0
United States Senator (REP),Justin Amash,REP,"Mt. Haley Township, Precinct 1",10
United States Senator (REP),Sherry O'Donnell,REP,"Mt. Haley Township, Precinct 1",25
United States Senator (REP),Sandy Pensler,REP,"Mt. Haley Township, Precinct 1",11
United States Senator (REP),Mike Rogers,REP,"Mt. Haley Township, Precinct 1",124
United States Senator (REP),Write-in,REP,"Mt. Haley Township, Precinct 1",0
United States Senator (REP),Justin Amash,REP,"Porter Township, Precinct 1",9
United States Senator (REP),Sherry O'Donnell,REP,"Porter Township, Precinct 1",20
United States Senator (REP),Sandy Pensler,REP,"Porter Township, Precinct 1",9
United States Senator (REP),Mike Rogers,REP,"Porter Township, Precinct 1",127
United States Senator (REP),Write-in,REP,"Porter Township, Precinct 1",0
United States Senator (REP),Justin Amash,REP,"Warren Township, Precinct 1",14
United States Senator (REP),Sherry O'Donnell,REP,"Warren Township, Precinct 1",19
United States Senator (REP),Sandy Pensler,REP,"Warren Township, Precinct 1",16
United States Senator (REP),Mike Rogers,REP,"Warren Township, Precinct 1",253
United States Senator (REP),Write-in,REP,"Warren Township, Precinct 1",1
Representative in Congress 2nd District (REP),John R. Moolenaar,REP,"City of Coleman, Precinct 1",108
Representative in Congress 2nd District (REP),Write-in,REP,"City of Coleman, Precinct 1",1
Representative in Congress 2nd District (REP),John R. Moolenaar,REP,"Edenville Township, Precinct 1",546
Representative in Congress 2nd District (REP),Write-in,REP,"Edenville Township, Precinct 1",4
Representative in Congress 2nd District (REP),John R. Moolenaar,REP,"Geneva Township, Precinct 1",160
Representative in Congress 2nd District (REP),Write-in,REP,"Geneva Township, Precinct 1",1
Representative in Congress 2nd District (REP),John R. Moolenaar,REP,"Greendale Township, Precinct 1",216
Representative in Congress 2nd District (REP),Write-in,REP,"Greendale Township, Precinct 1",2
Representative in Congress 2nd District (REP),John R. Moolenaar,REP,"Jasper Township, Precinct 1",199
Representative in Congress 2nd District (REP),Write-in,REP,"Jasper Township, Precinct 1",3
Representative in Congress 2nd District (REP),John R. Moolenaar,REP,"Warren Township, Precinct 1",294
Representative in Congress 2nd District (REP),Write-in,REP,"Warren Township, Precinct 1",1
Representative in Congress 8th District (REP),Mary Draves,REP,"City of Midland, Precinct 1",73
Representative in Congress 8th District (REP),Anthony J. Hudson,REP,"City of Midland, Precinct 1",28
Representative in Congress 8th District (REP),Paul Junge,REP,"City of Midland, Precinct 1",202
Representative in Congress 8th District (REP),Write-in,REP,"City of Midland, Precinct 1",0
Representative in Congress 8th District (REP),Mary Draves,REP,"City of Midland, Precinct 2A",68
Representative in Congress 8th District (REP),Anthony J. Hudson,REP,"City of Midland, Precinct 2A",13
Representative in Congress 8th District (REP),Paul Junge,REP,"City of Midland, Precinct 2A",169
Representative in Congress 8th District (REP),Write-in,REP,"City of Midland, Precinct 2A",0
Representative in Congress 8th District (REP),Mary Draves,REP,"City of Midland, Precinct 2B",0
Representative in Congress 8th District (REP),Anthony J. Hudson,REP,"City of Midland, Precinct 2B",0
Representative in Congress 8th District (REP),Paul Junge,REP,"City of Midland, Precinct 2B",9
Representative in Congress 8th District (REP),Write-in,REP,"City of Midland, Precinct 2B",0
Representative in Congress 8th District (REP),Mary Draves,REP,"City of Midland, Precinct 3",80
Representative in Congress 8th District (REP),Anthony J. Hudson,REP,"City of Midland, Precinct 3",18
Representative in Congress 8th District (REP),Paul Junge,REP,"City of Midland, Precinct 3",187
Representative in Congress 8th District (REP),Write-in,REP,"City of Midland, Precinct 3",1
Representative in Congress 8th District (REP),Mary Draves,REP,"City of Midland, Precinct 4",107
Representative in Congress 8th District (REP),Anthony J. Hudson,REP,"City of Midland, Precinct 4",34
Representative in Congress 8th District (REP),Paul Junge,REP,"City of Midland, Precinct 4",220
Representative in Congress 8th District (REP),Write-in,REP,"City of Midland, Precinct 4",0
Representative in Congress 8th District (REP),Mary Draves,REP,"City of Midland, Precinct 5",124
Representative in Congress 8th District (REP),Anthony J. Hudson,REP,"City of Midland, Precinct 5",32
Representative in Congress 8th District (REP),Paul Junge,REP,"City of Midland, Precinct 5",255
Representative in Congress 8th District (REP),Write-in,REP,"City of Midland, Precinct 5",1
Representative in Congress 8th District (REP),Mary Draves,REP,"City of Midland, Precinct 6",167
Representative in Congress 8th District (REP),Anthony J. Hudson,REP,"City of Midland, Precinct 6",33
Representative in Congress 8th District (REP),Paul Junge,REP,"City of Midland, Precinct 6",256
Representative in Congress 8th District (REP),Write-in,REP,"City of Midland, Precinct 6",1
Representative in Congress 8th District (REP),Mary Draves,REP,"City of Midland, Precinct 7",137
Representative in Congress 8th District (REP),Anthony J. Hudson,REP,"City of Midland, Precinct 7",30
Representative in Congress 8th District (REP),Paul Junge,REP,"City of Midland, Precinct 7",276
Representative in Congress 8th District (REP),Write-in,REP,"City of Midland, Precinct 7",0
Representative in Congress 8th District (REP),Mary Draves,REP,"City of Midland, Precinct 8",153
Representative in Congress 8th District (REP),Anthony J. Hudson,REP,"City of Midland, Precinct 8",20
Representative in Congress 8th District (REP),Paul Junge,REP,"City of Midland, Precinct 8",280
Representative in Congress 8th District (REP),Write-in,REP,"City of Midland, Precinct 8",1
Representative in Congress 8th District (REP),Mary Draves,REP,"City of Midland, Precinct 9",93
Representative in Congress 8th District (REP),Anthony J. Hudson,REP,"City of Midland, Precinct 9",27
Representative in Congress 8th District (REP),Paul Junge,REP,"City of Midland, Precinct 9",214
Representative in Congress 8th District (REP),Write-in,REP,"City of Midland, Precinct 9",2
Representative in Congress 8th District (REP),Mary Draves,REP,"City of Midland, Precinct 10",139
Representative in Congress 8th District (REP),Anthony J. Hudson,REP,"City of Midland, Precinct 10",31
Representative in Congress 8th District (REP),Paul Junge,REP,"City of Midland, Precinct 10",312
Representative in Congress 8th District (REP),Write-in,REP,"City of Midland, Precinct 10",0
Representative in Congress 8th District (REP),Mary Draves,REP,"Homer Township, Precinct 1",20
Representative in Congress 8th District (REP),Anthony J. Hudson,REP,"Homer Township, Precinct 1",8
Representative in Congress 8th District (REP),Paul Junge,REP,"Homer Township, Precinct 1",115
Representative in Congress 8th District (REP),Write-in,REP,"Homer Township, Precinct 1",1
Representative in Congress 8th District (REP),Mary Draves,REP,"Homer Township, Precinct 2",28
Representative in Congress 8th District (REP),Anthony J. Hudson,REP,"Homer Township, Precinct 2",13
Representative in Congress 8th District (REP),Paul Junge,REP,"Homer Township, Precinct 2",105
Representative in Congress 8th District (REP),Write-in,REP,"Homer Township, Precinct 2",0
Representative in Congress 8th District (REP),Mary Draves,REP,"Homer Township, Precinct 3",56
Representative in Congress 8th District (REP),Anthony J. Hudson,REP,"Homer Township, Precinct 3",21
Representative in Congress 8th District (REP),Paul Junge,REP,"Homer Township, Precinct 3",118
Representative in Congress 8th District (REP),Write-in,REP,"Homer Township, Precinct 3",1
Representative in Congress 8th District (REP),Mary Draves,REP,"Hope Township, Precinct 1",83
Representative in Congress 8th District (REP),Anthony J. Hudson,REP,"Hope Township, Precinct 1",26
Representative in Congress 8th District (REP),Paul Junge,REP,"Hope Township, Precinct 1",166
Representative in Congress 8th District (REP),Write-in,REP,"Hope Township, Precinct 1",0
Representative in Congress 8th District (REP),Mary Draves,REP,"Ingersoll Township, Precinct 1",47
Representative in Congress 8th District (REP),Anthony J. Hudson,REP,"Ingersoll Township, Precinct 1",11
Representative in Congress 8th District (REP),Paul Junge,REP,"Ingersoll Township, Precinct 1",129
Representative in Congress 8th District (REP),Write-in,REP,"Ingersoll Township, Precinct 1",0
Representative in Congress 8th District (REP),Mary Draves,REP,"Ingersoll Township, Precinct 2",30
Representative in Congress 8th District (REP),Anthony J. Hudson,REP,"Ingersoll Township, Precinct 2",19
Representative in Congress 8th District (REP),Paul Junge,REP,"Ingersoll Township, Precinct 2",87
Representative in Congress 8th District (REP),Write-in,REP,"Ingersoll Township, Precinct 2",1
Representative in Congress 8th District (REP),Mary Draves,REP,"Jerome Township, Precinct 1",116
Representative in Congress 8th District (REP),Anthony J. Hudson,REP,"Jerome Township, Precinct 1",27
Representative in Congress 8th District (REP),Paul Junge,REP,"Jerome Township, Precinct 1",208
Representative in Congress 8th District (REP),Write-in,REP,"Jerome Township, Precinct 1",0
Representative in Congress 8th District (REP),Mary Draves,REP,"Jerome Township, Precinct 2",89
Representative in Congress 8th District (REP),Anthony J. Hudson,REP,"Jerome Township, Precinct 2",41
Representative in Congress 8th District (REP),Paul Junge,REP,"Jerome Township, Precinct 2",232
Representative in Congress 8th District (REP),Write-in,REP,"Jerome Township, Precinct 2",2
Representative in Congress 8th District (REP),Mary Draves,REP,"Larkin Township, Precinct 1",114
Representative in Congress 8th District (REP),Anthony J. Hudson,REP,"Larkin Township, Precinct 1",20
Representative in Congress 8th District (REP),Paul Junge,REP,"Larkin Township, Precinct 1",188
Representative in Congress 8th District (REP),Write-in,REP,"Larkin Township, Precinct 1",0
Representative in Congress 8th District (REP),Mary Draves,REP,"Larkin Township, Precinct 2",117
Representative in Congress 8th District (REP),Anthony J. Hudson,REP,"Larkin Township, Precinct 2",22
Representative in Congress 8th District (REP),Paul Junge,REP,"Larkin Township, Precinct 2",143
Representative in Congress 8th District (REP),Write-in,REP,"Larkin Township, Precinct 2",0
Representative in Congress 8th District (REP),Mary Draves,REP,"Larkin Township, Precinct 3",91
Representative in Congress 8th District (REP),Anthony J. Hudson,REP,"Larkin Township, Precinct 3",11
Representative in Congress 8th District (REP),Paul Junge,REP,"Larkin Township, Precinct 3",112
Representative in Congress 8th District (REP),Write-in,REP,"Larkin Township, Precinct 3",0
Representative in Congress 8th District (REP),Mary Draves,REP,"Lee Township, Precinct 1",31
Representative in Congress 8th District (REP),Anthony J. Hudson,REP,"Lee Township, Precinct 1",29
Representative in Congress 8th District (REP),Paul Junge,REP,"Lee Township, Precinct 1",143
Representative in Congress 8th District (REP),Write-in,REP,"Lee Township, Precinct 1",0
Representative in Congress 8th District (REP),Mary Draves,REP,"Lee Township, Precinct 2",35
Representative in Congress 8th District (REP),Anthony J. Hudson,REP,"Lee Township, Precinct 2",18
Representative in Congress 8th District (REP),Paul Junge,REP,"Lee Township, Precinct 2",159
Representative in Congress 8th District (REP),Write-in,REP,"Lee Township, Precinct 2",0
Representative in Congress 8th District (REP),Mary Draves,REP,"Lincoln Township, Precinct 1",128
Representative in Congress 8th District (REP),Anthony J. Hudson,REP,"Lincoln Township, Precinct 1",41
Representative in Congress 8th District (REP),Paul Junge,REP,"Lincoln Township, Precinct 1",253
Representative in Congress 8th District (REP),Write-in,REP,"Lincoln Township, Precinct 1",0
Representative in Congress 8th District (REP),Mary Draves,REP,"Midland Township, Precinct 1",59
Representative in Congress 8th District (REP),Anthony J. Hudson,REP,"Midland Township, Precinct 1",34
Representative in Congress 8th District (REP),Paul Junge,REP,"Midland Township, Precinct 1",166
Representative in Congress 8th District (REP),Write-in,REP,"Midland Township, Precinct 1",0
Representative in Congress 8th District (REP),Mary Draves,REP,"Mills Township, Precinct 1",78
Representative in Congress 8th District (REP),Anthony J. Hudson,REP,"Mills Township, Precinct 1",26
Representative in Congress 8th District (REP),Paul Junge,REP,"Mills Township, Precinct 1",165
Representative in Congress 8th District (REP),Write-in,REP,"Mills Township, Precinct 1",0
Representative in Congress 8th District (REP),Mary Draves,REP,"Mt. Haley Township, Precinct 1",43
Representative in Congress 8th District (REP),Anthony J. Hudson,REP,"Mt. Haley Township, Precinct 1",12
Representative in Congress 8th District (REP),Paul Junge,REP,"Mt. Haley Township, Precinct 1",123
Representative in Congress 8th District (REP),Write-in,REP,"Mt. Haley Township, Precinct 1",0
Representative in Congress 8th District (REP),Mary Draves,REP,"Porter Township, Precinct 1",37
Representative in Congress 8th District (REP),Anthony J. Hudson,REP,"Porter Township, Precinct 1",11
Representative in Congress 8th District (REP),Paul Junge,REP,"Porter Township, Precinct 1",119
Representative in Congress 8th District (REP),Write-in,REP,"Porter Township, Precinct 1",0
Representative in State Legislature 95th District (REP),Bill G. Schuette,REP,"City of Coleman, Precinct 1",107
Representative in State Legislature 95th District (REP),Write-in,REP,"City of Coleman, Precinct 1",2
Representative in State Legislature 95th District (REP),Bill G. Schuette,REP,"City of Midland, Precinct 1",283
Representative in State Legislature 95th District (REP),Write-in,REP,"City of Midland, Precinct 1",4
Representative in State Legislature 95th District (REP),Bill G. Schuette,REP,"City of Midland, Precinct 2A",237
Representative in State Legislature 95th District (REP),Write-in,REP,"City of Midland, Precinct 2A",0
Representative in State Legislature 95th District (REP),Bill G. Schuette,REP,"City of Midland, Precinct 2B",9
Representative in State Legislature 95th District (REP),Write-in,REP,"City of Midland, Precinct 2B",0
Representative in State Legislature 95th District (REP),Bill G. Schuette,REP,"City of Midland, Precinct 3",258
Representative in State Legislature 95th District (REP),Write-in,REP,"City of Midland, Precinct 3",2
Representative in State Legislature 95th District (REP),Bill G. Schuette,REP,"City of Midland, Precinct 4",337
Representative in State Legislature 95th District (REP),Write-in,REP,"City of Midland, Precinct 4",1
Representative in State Legislature 95th District (REP),Bill G. Schuette,REP,"City of Midland, Precinct 5",386
Representative in State Legislature 95th District (REP),Write-in,REP,"City of Midland, Precinct 5",1
Representative in State Legislature 95th District (REP),Bill G. Schuette,REP,"City of Midland, Precinct 6",416
Representative in State Legislature 95th District (REP),Write-in,REP,"City of Midland, Precinct 6",4
Representative in State Legislature 95th District (REP),Bill G. Schuette,REP,"City of Midland, Precinct 7",417
Representative in State Legislature 95th District (REP),Write-in,REP,"City of Midland, Precinct 7",2
Representative in State Legislature 95th District (REP),Bill G. Schuette,REP,"City of Midland, Precinct 8",428
Representative in State Legislature 95th District (REP),Write-in,REP,"City of Midland, Precinct 8",2
Representative in State Legislature 95th District (REP),Bill G. Schuette,REP,"City of Midland, Precinct 9",313
Representative in State Legislature 95th District (REP),Write-in,REP,"City of Midland, Precinct 9",3
Representative in State Legislature 95th District (REP),Bill G. Schuette,REP,"City of Midland, Precinct 10",443
Representative in State Legislature 95th District (REP),Write-in,REP,"City of Midland, Precinct 10",3
Representative in State Legislature 95th District (REP),Bill G. Schuette,REP,"Edenville Township, Precinct 1",553
